tube_assembly_id,supplier,cost
TA-14161,S-0066,27.81
TA-17929,S-0072,27.78
TA-01472,S-0066,27.76
TA-00783,S-0064,27.76
TA-05546,S-0026,27.75
TA-11409,S-0066,27.73
TA-14725,S-0058,27.68
TA-17943,S-0105,27.67
TA-14724,S-0058,27.65
TA-03059,S-0066,27.65
TA-17071,S-0066,27.64
TA-17845,S-0066,27.62
TA-09478,S-0041,27.6
TA-01764,S-0026,27.56
TA-10903,S-0058,27.5
TA-18621,S-0041,27.47
TA-00350,S-0015,27.45
TA-21128,S-0064,27.43
TA-05500,S-0066,27.3
TA-15018,S-0060,27.26
TA-05501,S-0066,27.24
TA-18582,S-0054,27.23
TA-10541,S-0062,27.06
TA-14753,S-0066,27.06
TA-12045,S-0058,26.99
TA-08881,S-0066,26.96
TA-07628,S-0066,26.91
TA-17287,S-0013,26.85
TA-13989,S-0066,26.82
TA-11847,S-0066,26.76
TA-09919,S-0026,26.72
TA-14417,S-0072,26.71
TA-09103,S-0066,26.7
TA-09691,S-0058,26.67
TA-10758,S-0066,26.58
TA-09188,S-0026,26.53
TA-13459,S-0066,26.53
TA-00034,S-0062,26.52
TA-16784,S-0026,26.51
TA-02037,S-0066,26.51
TA-17897,S-0005,26.49
TA-13349,S-0072,26.49
TA-00054,S-0064,26.48
TA-13359,S-0066,26.47
TA-07387,S-0066,26.47
TA-16461,S-0058,26.34
TA-15768,S-0013,26.34
TA-11184,S-0066,26.3
TA-19281,S-0062,26.29
TA-11185,S-0066,26.28
TA-01365,S-0072,26.26
TA-17228,S-0013,26.25
TA-12997,S-0041,26.22
TA-10374,S-0072,26.21
TA-05496,S-0066,26.18
TA-14907,S-0066,26.18
TA-07176,S-0058,26.16
TA-18924,S-0066,26.1
TA-17373,S-0066,26.06
TA-17427,S-0026,26.06
TA-16676,S-0026,26.02
TA-03360,S-0013,26.0
TA-11699,S-0066,25.91
TA-11981,S-0026,25.91
TA-14666,S-0058,25.89
TA-05646,S-0014,25.87
TA-16105,S-0066,25.83
TA-01393,S-0014,25.82
TA-16348,S-0006,25.8
TA-05141,S-0072,25.79
TA-05381,S-0066,25.79
TA-02143,S-0026,25.69
TA-07652,S-0041,25.69
TA-11421,S-0072,25.68
TA-11473,S-0066,25.68
TA-14591,S-0058,25.64
TA-01952,S-0066,25.6
TA-13441,S-0066,25.58
TA-17343,S-0066,25.57
TA-11183,S-0066,25.57
TA-00692,S-0066,25.56
TA-14592,S-0058,25.54
TA-17898,S-0005,25.52
TA-07698,S-0058,25.5
TA-13788,S-0072,25.48
TA-04396,S-0062,25.48
TA-03006,S-0066,25.46
TA-15422,S-0066,25.39
TA-00793,S-0066,25.33
TA-06805,S-0066,25.33
TA-07644,S-0058,25.29
TA-04615,S-0066,25.24
TA-13320,S-0066,25.2
TA-04701,S-0066,25.2
TA-15434,S-0066,25.18
TA-14645,S-0041,25.17
TA-03944,S-0066,25.17
TA-16981,S-0105,25.17
TA-19975,S-0066,25.15
TA-19974,S-0066,25.15
TA-02024,S-0014,25.14
TA-14519,S-0058,25.14
TA-11472,S-0066,25.12
TA-06529,S-0041,25.11
TA-16808,S-0072,25.09
TA-07305,S-0058,25.06
TA-14517,S-0058,25.02
TA-14694,S-0066,25.01
TA-18501,S-0026,25.01
TA-11423,S-0026,24.99
TA-06128,S-0066,24.98
TA-15706,S-0104,24.97
TA-15501,S-0105,24.94
TA-06271,S-0058,24.91
TA-10075,S-0066,24.9
TA-15856,S-0066,24.89
TA-03789,S-0058,24.88
TA-02818,S-0041,24.87
TA-04300,S-0013,24.83
TA-06390,S-0064,24.78
TA-07547,S-0013,24.78
TA-20954,S-0064,24.76
TA-16161,S-0066,24.76
TA-17786,S-0026,24.72
TA-08321,S-0026,24.71
TA-14391,S-0054,24.71
TA-14646,S-0041,24.64
TA-20605,S-0066,24.64
TA-03023,S-0066,24.64
TA-16988,S-0026,24.6
TA-15129,S-0104,24.57
TA-10841,S-0064,24.55
TA-19585,S-0030,24.54
TA-10382,S-0066,24.46
TA-10246,S-0072,24.46
TA-17731,S-0066,24.43
TA-16450,S-0054,24.36
TA-01316,S-0014,24.36
TA-17446,S-0026,24.35
TA-11107,S-0066,24.34
TA-16333,S-0066,24.28
TA-01415,S-0066,24.28
TA-16331,S-0066,24.28
TA-11547,S-0066,24.25
TA-09767,S-0066,24.25
TA-13483,S-0066,24.23
TA-19577,S-0062,24.21
TA-16343,S-0013,24.19
TA-16341,S-0013,24.19
TA-18615,S-0107,24.18
TA-04040,S-0058,24.17
TA-07814,S-0066,24.14
TA-14756,S-0066,24.13
TA-14769,S-0066,24.12
TA-10180,S-0066,24.11
TA-20766,S-0066,24.03
TA-19579,S-0066,24.01
TA-17798,S-0107,23.91
TA-14537,S-0066,23.87
TA-13203,S-0066,23.87
TA-01151,S-0066,23.84
TA-16340,S-0013,23.83
TA-20387,S-0013,23.81
TA-07689,S-0026,23.81
TA-06895,S-0014,23.78
TA-00911,S-0066,23.78
TA-17219,S-0026,23.75
TA-16358,S-0041,23.74
TA-18610,S-0081,23.73
TA-04645,S-0026,23.72
TA-16725,S-0026,23.68
TA-10516,S-0066,23.67
TA-18632,S-0041,23.63
TA-17826,S-0066,23.59
TA-07096,S-0058,23.58
TA-17944,S-0072,23.55
TA-06163,S-0072,23.54
TA-16032,S-0066,23.54
TA-10711,S-0066,23.53
TA-10076,S-0066,23.53
TA-09591,S-0062,23.49
TA-18718,S-0066,23.48
TA-01515,S-0066,23.48
TA-05642,S-0066,23.41
TA-14037,S-0026,23.41
TA-16319,S-0064,23.39
TA-12431,S-0064,23.38
TA-00077,S-0066,23.38
TA-06885,S-0066,23.36
TA-15835,S-0026,23.34
TA-11290,S-0092,23.33
TA-09461,S-0026,23.31
TA-05190,S-0066,23.3
TA-00351,S-0015,23.22
TA-13864,S-0066,23.21
TA-15788,S-0026,23.13
TA-18392,S-0062,23.09
TA-04725,S-0072,23.08
TA-06169,S-0066,23.07
TA-01553,S-0013,23.04
TA-17686,S-0066,23.03
TA-21179,S-0026,22.99
TA-16332,S-0066,22.96
TA-12044,S-0058,22.91
TA-09189,S-0026,22.91
TA-15503,S-0105,22.89
TA-18035,S-0013,22.88
TA-05970,S-0066,22.86
TA-12728,S-0058,22.85
TA-09542,S-0072,22.85
TA-06123,S-0014,22.84
TA-19499,S-0026,22.82
TA-18278,S-0026,22.82
TA-00554,S-0062,22.8
TA-14665,S-0072,22.79
TA-00454,S-0066,22.75
TA-04435,S-0066,22.74
TA-10155,S-0066,22.71
TA-10868,S-0064,22.65
TA-12027,S-0066,22.64
TA-06745,S-0066,22.64
TA-06223,S-0066,22.6
TA-14767,S-0066,22.59
TA-12119,S-0058,22.59
TA-01251,S-0072,22.59
TA-10217,S-0066,22.58
TA-14041,S-0066,22.58
TA-09531,S-0072,22.58
TA-20044,S-0058,22.55
TA-11906,S-0062,22.54
TA-20920,S-0066,22.54
TA-18774,S-0026,22.49
TA-14365,S-0041,22.42
TA-19582,S-0066,22.39
TA-10885,S-0013,22.36
TA-03044,S-0066,22.35
TA-09532,S-0072,22.33
TA-11905,S-0066,22.33
TA-00280,S-0054,22.3
TA-17462,S-0066,22.3
TA-18033,S-0013,22.28
TA-14582,S-0041,22.26
TA-12563,S-0026,22.25
TA-17998,S-0066,22.25
TA-15632,S-0041,22.23
TA-16440,S-0105,22.23
TA-19821,S-0026,22.22
TA-09682,S-0066,22.2
TA-16144,S-0054,22.18
TA-09604,S-0066,22.16
TA-18020,S-0026,22.15
TA-10010,S-0066,22.12
TA-17426,S-0026,22.08
TA-10018,S-0066,22.06
TA-15834,S-0026,22.06
TA-03045,S-0064,22.02
TA-14186,S-0066,22.01
TA-04480,S-0013,22.01
TA-20989,S-0066,21.99
TA-15552,S-0072,21.93
TA-01253,S-0066,21.91
TA-20571,S-0026,21.89
TA-19277,S-0026,21.89
TA-01158,S-0066,21.87
TA-18589,S-0072,21.86
TA-14179,S-0081,21.86
TA-17079,S-0092,21.86
TA-06918,S-0026,21.82
TA-16525,S-0066,21.82
TA-04187,S-0066,21.82
TA-11094,S-0030,21.81
TA-08940,S-0026,21.77
TA-11540,S-0013,21.76
TA-16309,S-0058,21.74
TA-14808,S-0066,21.74
TA-14348,S-0041,21.74
TA-02553,S-0066,21.73
TA-11258,S-0026,21.73
TA-10375,S-0072,21.71
TA-13866,S-0095,21.7
TA-18380,S-0026,21.69
TA-07225,S-0058,21.68
TA-11846,S-0066,21.67
TA-08071,S-0081,21.63
TA-11483,S-0072,21.63
TA-16308,S-0058,21.6
TA-08814,S-0058,21.58
TA-07444,S-0066,21.54
TA-11709,S-0072,21.49
TA-15758,S-0092,21.48
TA-10487,S-0014,21.43
TA-06315,S-0041,21.43
TA-14101,S-0066,21.39
TA-03941,S-0066,21.39
TA-02230,S-0062,21.39
TA-13689,S-0043,21.38
TA-10744,S-0072,21.36
TA-13170,S-0066,21.35
TA-01282,S-0066,21.33
TA-18824,S-0064,21.33
TA-03997,S-0072,21.32
TA-10361,S-0026,21.31
TA-15806,S-0066,21.31
TA-05521,S-0072,21.27
TA-16158,S-0066,21.27
TA-09759,S-0066,21.27
TA-04440,S-0066,21.23
TA-03974,S-0072,21.2
TA-07457,S-0058,21.18
TA-14712,S-0058,21.16
TA-07826,S-0066,21.15
TA-20441,S-0066,21.15
TA-08765,S-0066,21.12
TA-13011,S-0026,21.11
TA-10073,S-0066,21.06
TA-16452,S-0054,21.04
TA-16318,S-0064,21.04
TA-02045,S-0066,21.02
TA-09264,S-0026,21.01
TA-01386,S-0081,21.0
TA-18053,S-0066,20.96
TA-08198,S-0066,20.93
TA-12316,S-0058,20.92
TA-16475,S-0058,20.91
TA-14217,S-0026,20.9
TA-17051,S-0026,20.89
TA-19570,S-0026,20.89
TA-18644,S-0041,20.88
TA-15016,S-0070,20.87
TA-02856,S-0064,20.86
TA-15833,S-0026,20.81
TA-17428,S-0026,20.8
TA-14649,S-0066,20.77
TA-14566,S-0041,20.68
TA-16160,S-0066,20.66
TA-04189,S-0066,20.65
TA-12107,S-0041,20.59
TA-07083,S-0072,20.56
TA-02907,S-0013,20.55
TA-07781,S-0064,20.54
TA-04298,S-0072,20.54
TA-02554,S-0066,20.53
TA-05807,S-0066,20.5
TA-01743,S-0066,20.47
TA-03054,S-0064,20.46
TA-00638,S-0064,20.45
TA-20434,S-0066,20.45
TA-08883,S-0066,20.45
TA-17651,S-0058,20.44
TA-09530,S-0072,20.43
TA-15760,S-0066,20.43
TA-17226,S-0014,20.41
TA-14885,S-0072,20.36
TA-18215,S-0066,20.34
TA-16337,S-0013,20.34
TA-07234,S-0008,20.3
TA-17904,S-0066,20.3
TA-11447,S-0031,20.29
TA-06505,S-0066,20.28
TA-17528,S-0066,20.27
TA-19978,S-0066,20.27
TA-14807,S-0066,20.26
TA-12462,S-0064,20.25
TA-02534,S-0066,20.25
TA-17252,S-0105,20.24
TA-00204,S-0072,20.23
TA-16282,S-0104,20.2
TA-17909,S-0026,20.19
TA-14321,S-0072,20.19
TA-14129,S-0041,20.19
TA-14130,S-0041,20.19
TA-00107,S-0072,20.17
TA-13328,S-0066,20.13
TA-10282,S-0066,20.12
TA-08272,S-0066,20.11
TA-08376,S-0066,20.11
TA-11877,S-0066,20.09
TA-12288,S-0064,20.09
TA-18617,S-0026,20.04
TA-11159,S-0072,20.03
TA-19102,S-0026,20.0
TA-14544,S-0066,19.95
TA-20047,S-0058,19.94
TA-14555,S-0066,19.93
TA-20037,S-0066,19.93
TA-15803,S-0026,19.91
TA-16477,S-0013,19.91
TA-13189,S-0066,19.9
TA-12084,S-0041,19.9
TA-14556,S-0066,19.88
TA-12734,S-0041,19.87
TA-08147,S-0066,19.84
TA-07443,S-0066,19.84
TA-18625,S-0072,19.81
TA-18197,S-0026,19.79
TA-12337,S-0041,19.75
TA-11964,S-0066,19.73
TA-15524,S-0066,19.73
TA-17424,S-0026,19.72
TA-06532,S-0041,19.7
TA-07651,S-0041,19.68
TA-17933,S-0072,19.64
TA-03231,S-0066,19.63
TA-13140,S-0066,19.63
TA-02926,S-0058,19.6
TA-12649,S-0041,19.6
TA-16583,S-0105,19.57
TA-17362,S-0013,19.57
TA-18413,S-0072,19.52
TA-13865,S-0105,19.52
TA-09732,S-0066,19.49
TA-13639,S-0026,19.48
TA-03424,S-0072,19.46
TA-09168,S-0041,19.45
TA-17227,S-0013,19.44
TA-11774,S-0066,19.42
TA-14883,S-0041,19.42
TA-04096,S-0072,19.41
TA-07541,S-0013,19.4
TA-05417,S-0066,19.39
TA-14778,S-0041,19.38
TA-09650,S-0070,19.37
TA-14269,S-0066,19.36
TA-15467,S-0026,19.31
TA-03854,S-0026,19.31
TA-02591,S-0066,19.3
TA-03942,S-0066,19.3
TA-03970,S-0072,19.29
TA-18019,S-0066,19.29
TA-06601,S-0066,19.22
TA-15754,S-0072,19.22
TA-01264,S-0066,19.21
TA-10265,S-0026,19.2
TA-04865,S-0072,19.19
TA-13380,S-0066,19.19
TA-18839,S-0072,19.19
TA-15547,S-0104,19.16
TA-12219,S-0066,19.15
TA-09824,S-0072,19.14
TA-14042,S-0066,19.14
TA-02572,S-0066,19.13
TA-12574,S-0066,19.11
TA-19377,S-0064,19.11
TA-11333,S-0066,19.1
TA-03053,S-0066,19.08
TA-15571,S-0066,19.07
TA-20395,S-0013,19.07
TA-16816,S-0058,19.07
TA-21118,S-0066,19.01
TA-15672,S-0041,19.01
TA-20386,S-0066,18.99
TA-14172,S-0105,18.97
TA-03302,S-0041,18.97
TA-18623,S-0072,18.95
TA-05287,S-0072,18.95
TA-11566,S-0041,18.94
TA-20444,S-0066,18.93
TA-18788,S-0062,18.92
TA-02396,S-0072,18.92
TA-07832,S-0058,18.86
TA-09685,S-0026,18.84
TA-00183,S-0066,18.8
TA-06732,S-0072,18.8
TA-18055,S-0066,18.79
TA-17887,S-0005,18.78
TA-09523,S-0062,18.78
TA-16356,S-0041,18.77
TA-18368,S-0072,18.74
TA-03330,S-0066,18.69
TA-16193,S-0041,18.68
TA-03115,S-0072,18.66
TA-17777,S-0105,18.63
TA-17842,S-0066,18.62
TA-15506,S-0072,18.61
TA-04509,S-0072,18.57
TA-17054,S-0026,18.56
TA-08888,S-0066,18.56
TA-01523,S-0041,18.55
TA-07550,S-0041,18.5
TA-09238,S-0072,18.5
TA-18199,S-0066,18.49
TA-14546,S-0066,18.48
TA-03832,S-0026,18.48
TA-02588,S-0072,18.46
TA-13234,S-0104,18.45
TA-13394,S-0072,18.45
TA-03073,S-0064,18.4
TA-17218,S-0066,18.39
TA-11260,S-0066,18.39
TA-01460,S-0062,18.38
TA-11464,S-0041,18.38
TA-06624,S-0066,18.36
TA-13979,S-0041,18.36
TA-08923,S-0072,18.32
TA-11922,S-0041,18.32
TA-14797,S-0041,18.27
TA-02459,S-0058,18.24
TA-09240,S-0072,18.24
TA-18794,S-0072,18.23
TA-14066,S-0041,18.23
TA-16281,S-0104,18.22
TA-14805,S-0041,18.22
TA-19388,S-0066,18.22
TA-13479,S-0041,18.22
TA-10074,S-0066,18.21
TA-21196,S-0062,18.21
TA-07458,S-0062,18.21
TA-16179,S-0041,18.2
TA-09752,S-0013,18.2
TA-11965,S-0072,18.19
TA-14364,S-0041,18.18
TA-18627,S-0072,18.15
TA-12493,S-0066,18.15
TA-03830,S-0026,18.14
TA-12104,S-0041,18.14
TA-07066,S-0058,18.13
TA-15844,S-0066,18.11
TA-16025,S-0041,18.1
TA-08681,S-0072,18.08
TA-10545,S-0062,18.07
TA-10886,S-0013,18.07
TA-11384,S-0041,18.07
TA-08010,S-0066,18.06
TA-13480,S-0041,18.05
TA-16247,S-0062,18.05
TA-05493,S-0066,18.05
TA-07065,S-0058,18.04
TA-07957,S-0066,18.04
TA-10430,S-0072,18.03
TA-09350,S-0066,18.03
TA-14757,S-0066,18.03
TA-15544,S-0066,18.02
TA-13004,S-0041,18.02
TA-13980,S-0041,18.02
TA-10137,S-0041,18.01
TA-11634,S-0041,18.01
TA-10780,S-0066,18.01
TA-14320,S-0041,17.99
TA-06166,S-0014,17.98
TA-10517,S-0072,17.97
TA-05512,S-0066,17.95
TA-03639,S-0072,17.94
TA-14470,S-0041,17.93
TA-17258,S-0013,17.93
TA-06979,S-0066,17.93
TA-14039,S-0066,17.91
TA-06598,S-0066,17.91
TA-12479,S-0066,17.91
TA-12477,S-0066,17.91
TA-11468,S-0041,17.89
TA-18540,S-0026,17.89
TA-02739,S-0072,17.89
TA-02738,S-0072,17.89
TA-00590,S-0066,17.89
TA-17050,S-0026,17.86
TA-11686,S-0072,17.86
TA-11299,S-0041,17.86
TA-12611,S-0054,17.85
TA-04322,S-0062,17.85
TA-01521,S-0041,17.84
TA-11545,S-0041,17.83
TA-12038,S-0041,17.83
TA-15837,S-0026,17.82
TA-12294,S-0041,17.82
TA-16453,S-0054,17.82
TA-11962,S-0066,17.82
TA-11332,S-0066,17.82
TA-07232,S-0058,17.8
TA-15285,S-0041,17.8
TA-14751,S-0066,17.8
TA-12613,S-0054,17.79
TA-12612,S-0054,17.79
TA-12478,S-0066,17.79
TA-16182,S-0041,17.78
TA-13952,S-0066,17.78
TA-17055,S-0041,17.77
TA-07857,S-0066,17.76
TA-14339,S-0064,17.75
TA-11298,S-0041,17.74
TA-07705,S-0066,17.74
TA-14634,S-0041,17.7
TA-03099,S-0066,17.69
TA-05182,S-0072,17.69
TA-07100,S-0058,17.68
TA-09917,S-0066,17.68
TA-15771,S-0013,17.68
TA-14561,S-0041,17.65
TA-12703,S-0041,17.64
TA-03261,S-0064,17.62
TA-15292,S-0041,17.61
TA-11983,S-0058,17.61
TA-04093,S-0072,17.6
TA-12586,S-0064,17.59
TA-12243,S-0041,17.59
TA-01939,S-0072,17.58
TA-12494,S-0041,17.58
TA-06552,S-0058,17.58
TA-16809,S-0105,17.55
TA-11564,S-0041,17.54
TA-12065,S-0041,17.51
TA-08259,S-0058,17.51
TA-07008,S-0066,17.51
TA-12196,S-0066,17.49
TA-17926,S-0105,17.49
TA-11639,S-0041,17.48
TA-12697,S-0066,17.48
TA-18416,S-0072,17.48
TA-01797,S-0072,17.46
TA-18495,S-0026,17.46
TA-10263,S-0026,17.44
TA-17314,S-0013,17.43
TA-18442,S-0041,17.42
TA-06129,S-0066,17.42
TA-14593,S-0041,17.4
TA-12302,S-0066,17.4
TA-14103,S-0066,17.4
TA-06188,S-0066,17.4
TA-08922,S-0072,17.38
TA-16237,S-0041,17.38
TA-02927,S-0072,17.37
TA-11762,S-0041,17.37
TA-05842,S-0081,17.37
TA-16159,S-0066,17.37
TA-16322,S-0066,17.37
TA-14749,S-0105,17.36
TA-01067,S-0072,17.35
TA-15681,S-0041,17.35
TA-13983,S-0072,17.35
TA-14371,S-0066,17.34
TA-09347,S-0066,17.34
TA-17049,S-0026,17.34
TA-17997,S-0066,17.32
TA-14236,S-0041,17.31
TA-13456,S-0043,17.31
TA-07138,S-0058,17.3
TA-18412,S-0072,17.3
TA-15871,S-0041,17.3
TA-14225,S-0041,17.3
TA-14747,S-0041,17.29
TA-14578,S-0041,17.29
TA-18054,S-0066,17.29
TA-17868,S-0026,17.29
TA-17869,S-0026,17.29
TA-14893,S-0041,17.26
TA-11860,S-0041,17.25
TA-11044,S-0041,17.24
TA-11947,S-0041,17.2
TA-12203,S-0072,17.19
TA-16636,S-0072,17.18
TA-11761,S-0041,17.16
TA-11901,S-0066,17.13
TA-15357,S-0041,17.12
TA-14297,S-0041,17.12
TA-14467,S-0013,17.11
TA-11383,S-0041,17.11
TA-08585,S-0026,17.11
TA-16449,S-0054,17.09
TA-11446,S-0031,17.08
TA-12192,S-0066,17.08
TA-13126,S-0041,17.08
TA-14342,S-0072,17.07
TA-17848,S-0066,17.06
TA-16104,S-0026,17.06
TA-06533,S-0041,17.05
TA-08711,S-0026,17.04
TA-03674,S-0072,17.04
TA-14050,S-0041,17.04
TA-12303,S-0066,17.04
TA-03987,S-0072,17.03
TA-04335,S-0072,17.03
TA-13832,S-0041,17.03
TA-11589,S-0041,17.03
TA-15074,S-0041,17.03
TA-19479,S-0062,17.01
TA-13948,S-0066,17.01
TA-17851,S-0072,17.01
TA-13918,S-0041,17.01
TA-05060,S-0041,17.0
TA-18198,S-0066,17.0
TA-14571,S-0066,16.99
TA-07597,S-0041,16.98
TA-03718,S-0066,16.97
TA-15298,S-0041,16.96
TA-03542,S-0066,16.95
TA-04387,S-0066,16.94
TA-04694,S-0041,16.93
TA-00141,S-0064,16.91
TA-14557,S-0066,16.91
TA-13920,S-0066,16.9
TA-07039,S-0066,16.9
TA-17792,S-0072,16.9
TA-13915,S-0041,16.9
TA-15282,S-0031,16.89
TA-12488,S-0066,16.89
TA-11640,S-0041,16.89
TA-18707,S-0066,16.88
TA-03726,S-0041,16.88
TA-08459,S-0066,16.88
TA-14584,S-0041,16.88
TA-13921,S-0066,16.88
TA-06969,S-0054,16.87
TA-18335,S-0066,16.87
TA-14219,S-0041,16.86
TA-19041,S-0026,16.86
TA-08460,S-0066,16.85
TA-15070,S-0041,16.84
TA-16180,S-0041,16.83
TA-15361,S-0041,16.83
TA-12588,S-0041,16.82
TA-12371,S-0041,16.81
TA-05285,S-0072,16.81
TA-11713,S-0072,16.81
TA-11714,S-0072,16.81
TA-05591,S-0072,16.81
TA-11913,S-0041,16.8
TA-15240,S-0041,16.79
TA-16191,S-0041,16.78
TA-06130,S-0066,16.78
TA-17415,S-0066,16.77
TA-14469,S-0041,16.76
TA-15359,S-0041,16.76
TA-15358,S-0041,16.76
TA-11784,S-0041,16.76
TA-17232,S-0041,16.75
TA-11511,S-0041,16.75
TA-13290,S-0066,16.75
TA-14567,S-0041,16.74
TA-06066,S-0066,16.74
TA-12619,S-0066,16.73
TA-12190,S-0066,16.73
TA-13447,S-0064,16.72
TA-05592,S-0072,16.71
TA-08897,S-0026,16.7
TA-03519,S-0064,16.7
TA-16172,S-0041,16.69
TA-11783,S-0041,16.69
TA-13894,S-0041,16.69
TA-15202,S-0041,16.69
TA-16142,S-0041,16.66
TA-20017,S-0013,16.66
TA-11992,S-0041,16.66
TA-05310,S-0072,16.66
TA-14543,S-0066,16.65
TA-04978,S-0062,16.65
TA-11934,S-0041,16.65
TA-11764,S-0072,16.65
TA-08910,S-0066,16.64
TA-14821,S-0041,16.64
TA-11558,S-0041,16.64
TA-04976,S-0066,16.64
TA-11390,S-0066,16.63
TA-12443,S-0026,16.63
TA-14549,S-0041,16.62
TA-15830,S-0041,16.62
TA-02308,S-0072,16.62
TA-15128,S-0104,16.61
TA-02694,S-0072,16.6
TA-15643,S-0041,16.6
TA-11684,S-0072,16.6
TA-16183,S-0041,16.6
TA-16456,S-0013,16.59
TA-13078,S-0066,16.59
TA-14718,S-0041,16.58
TA-15440,S-0041,16.58
TA-06976,S-0058,16.58
TA-13806,S-0041,16.57
TA-11791,S-0041,16.56
TA-14523,S-0066,16.56
TA-07097,S-0058,16.55
TA-18281,S-0026,16.54
TA-00275,S-0064,16.54
TA-13760,S-0041,16.54
TA-16634,S-0072,16.53
TA-14361,S-0041,16.53
TA-19990,S-0066,16.52
TA-13396,S-0041,16.52
TA-02029,S-0041,16.52
TA-11706,S-0072,16.52
TA-08656,S-0062,16.51
TA-11935,S-0041,16.49
TA-18629,S-0026,16.48
TA-05954,S-0041,16.47
TA-15807,S-0026,16.47
TA-06432,S-0064,16.46
TA-12193,S-0041,16.46
TA-16306,S-0041,16.45
TA-05857,S-0013,16.44
TA-14416,S-0066,16.44
TA-07433,S-0026,16.43
TA-11040,S-0072,16.43
TA-14415,S-0066,16.42
TA-11948,S-0041,16.42
TA-13108,S-0066,16.41
TA-04546,S-0066,16.41
TA-21119,S-0066,16.41
TA-18422,S-0026,16.41
TA-11495,S-0041,16.41
TA-09633,S-0072,16.4
TA-07520,S-0058,16.39
TA-15795,S-0041,16.39
TA-11942,S-0041,16.39
TA-00378,S-0041,16.38
TA-07262,S-0058,16.38
TA-11800,S-0066,16.37
TA-12460,S-0041,16.37
TA-15077,S-0041,16.36
TA-13737,S-0026,16.36
TA-07766,S-0072,16.36
TA-16300,S-0041,16.36
TA-09145,S-0066,16.36
TA-10298,S-0058,16.36
TA-15680,S-0041,16.36
TA-09329,S-0041,16.36
TA-07184,S-0058,16.35
TA-13895,S-0041,16.35
TA-18813,S-0030,16.35
TA-18817,S-0030,16.35
TA-18818,S-0030,16.35
TA-18814,S-0030,16.35
TA-17304,S-0072,16.34
TA-15796,S-0041,16.33
TA-10891,S-0058,16.33
TA-14324,S-0066,16.33
TA-15911,S-0041,16.31
TA-11494,S-0041,16.31
TA-14476,S-0041,16.31
TA-18508,S-0072,16.31
TA-14897,S-0072,16.31
TA-17939,S-0041,16.3
TA-12436,S-0041,16.3
TA-15007,S-0041,16.3
TA-11506,S-0041,16.3
TA-14338,S-0064,16.29
TA-14551,S-0066,16.28
TA-03976,S-0072,16.28
TA-14181,S-0066,16.28
TA-21176,S-0072,16.28
TA-04215,S-0041,16.28
TA-05054,S-0031,16.27
TA-16175,S-0041,16.26
TA-05329,S-0066,16.26
TA-09448,S-0066,16.25
TA-04780,S-0026,16.25
TA-16143,S-0041,16.24
TA-05603,S-0026,16.24
TA-16165,S-0041,16.24
TA-15003,S-0066,16.24
TA-16176,S-0041,16.24
TA-13985,S-0041,16.24
TA-13658,S-0041,16.24
TA-09649,S-0070,16.24
TA-11775,S-0066,16.23
TA-00128,S-0064,16.19
TA-13987,S-0058,16.19
TA-10013,S-0014,16.19
TA-14758,S-0066,16.19
TA-15546,S-0104,16.18
TA-09562,S-0072,16.17
TA-19675,S-0072,16.16
TA-16303,S-0041,16.16
TA-14043,S-0066,16.16
TA-06717,S-0072,16.16
TA-16497,S-0041,16.15
TA-14575,S-0066,16.14
TA-18417,S-0072,16.14
TA-12434,S-0041,16.13
TA-15076,S-0041,16.13
TA-11744,S-0041,16.13
TA-11170,S-0066,16.12
TA-20455,S-0072,16.11
TA-03116,S-0066,16.11
TA-13923,S-0041,16.11
TA-00774,S-0013,16.1
TA-14715,S-0041,16.1
TA-02637,S-0062,16.09
TA-19991,S-0066,16.09
TA-14522,S-0066,16.09
TA-13499,S-0066,16.09
TA-11743,S-0041,16.08
TA-14779,S-0041,16.06
TA-08633,S-0014,16.06
TA-15438,S-0066,16.06
TA-20401,S-0014,16.06
TA-16349,S-0041,16.04
TA-11943,S-0041,16.04
TA-01542,S-0041,16.03
TA-13660,S-0041,16.03
TA-05578,S-0072,16.02
TA-13458,S-0041,16.02
TA-12093,S-0041,16.02
TA-13548,S-0041,16.02
TA-15026,S-0066,16.01
TA-12091,S-0041,16.01
TA-12092,S-0041,16.01
TA-12435,S-0041,16.01
TA-16359,S-0041,16.01
TA-06623,S-0064,16.0
TA-15032,S-0066,16.0
TA-15829,S-0041,15.99
TA-16479,S-0013,15.99
TA-16022,S-0066,15.99
TA-16480,S-0013,15.99
TA-10601,S-0072,15.98
TA-00968,S-0026,15.98
TA-11628,S-0013,15.98
TA-10474,S-0092,15.97
TA-21165,S-0066,15.97
TA-15437,S-0041,15.97
TA-12601,S-0041,15.96
TA-16198,S-0041,15.94
TA-04056,S-0072,15.94
TA-06773,S-0066,15.94
TA-15798,S-0041,15.93
TA-13081,S-0066,15.93
TA-15682,S-0041,15.91
TA-12509,S-0043,15.91
TA-12508,S-0043,15.91
TA-18685,S-0064,15.9
TA-12603,S-0066,15.9
TA-14826,S-0041,15.9
TA-11585,S-0041,15.9
TA-10756,S-0072,15.89
TA-11630,S-0072,15.88
TA-15218,S-0041,15.88
TA-09537,S-0072,15.87
TA-03529,S-0026,15.86
TA-18137,S-0054,15.85
TA-18312,S-0041,15.84
TA-16624,S-0041,15.83
TA-14574,S-0066,15.83
TA-11571,S-0041,15.83
TA-01953,S-0054,15.82
